Var1,Freq,names.mytab.
"Perceived lack of bias in the news and reporting,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Range of programming,Accessibility to PBS,Not sure",1,"Perceived lack of bias in the news and reporting,Range of programming,Accessibility to PBS,Not sure"
"Perceived lack of bias in the news and reporting,Range of programming,Nostalgic connection with PBS,Specific programs: ,Not sure",1,"Perceived lack of bias in the news and reporting,Range of programming,Nostalgic connection with PBS,Specific programs: ,Not sure"
Publicly funded,35,Publicly funded
"Publicly funded,Children’s programming",5,"Publicly funded,Children’s programming"
"Publicly funded,Children’s programming,Nostalgic connection with PBS",1,"Publicly funded,Children’s programming,Nostalgic connection with PBS"
"Publicly funded,Children’s programming,Not sure",1,"Publicly funded,Children’s programming,Not sure"
"Publicly funded,Children’s programming,Range of programming",1,"Publicly funded,Children’s programming,Range of programming"
"Publicly funded,Children’s programming,Range of programming,Accessibility to PBS",1,"Publicly funded,Children’s programming,Range of programming,Accessibility to PBS"
"Publicly funded,Children’s programming,Specific programs:",1,"Publicly funded,Children’s programming,Specific programs:"
"Publicly funded,Local affiliates",1,"Publicly funded,Local affiliates"
"Publicly funded,Local affiliates,Accessibility to PBS",1,"Publicly funded,Local affiliates,Accessibility to PBS"
"Publicly funded,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS,Not sure",1,"Publicly funded,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS,Not sure"
"Publicly funded,Local affiliates,Children’s programming,Nostalgic connection with PBS",1,"Publicly funded,Local affiliates,Children’s programming,Nostalgic connection with PBS"
"Publicly funded,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Publicly funded,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Publicly funded,Local affiliates,Range of programming",1,"Publicly funded,Local affiliates,Range of programming"
"Publicly funded,Local affiliates,Range of programming,Nostalgic connection with PBS",1,"Publicly funded,Local affiliates,Range of programming,Nostalgic connection with PBS"
"Publicly funded,Non-profit",16,"Publicly funded,Non-profit"
"Publicly funded,Non-profit,Children’s programming,Accessibility to PBS",1,"Publicly funded,Non-profit,Children’s programming,Accessibility to PBS"
"Publicly funded,Non-profit,Children’s programming,Nostalgic connection with PBS",2,"Publicly funded,Non-profit,Children’s programming,Nostalgic connection with PBS"
"Publicly funded,Non-profit,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:",2,"Publicly funded,Non-profit,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:"
"Publicly funded,Non-profit,Local affiliates",1,"Publicly funded,Non-profit,Local affiliates"
"Publicly funded,Non-profit,Local affiliates,Accessibility to PBS",1,"Publicly funded,Non-profit,Local affiliates,Accessibility to PBS"
"Publicly funded,Non-profit,Local affiliates,Children’s programming,Nostalgic connection with PBS",1,"Publicly funded,Non-profit,Local affiliates,Children’s programming,Nostalgic connection with PBS"
"Publicly funded,Non-profit,Not influenced by advertisers",2,"Publicly funded,Non-profit,Not influenced by advertisers"
"Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS,Specific programs:",1,"Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS,Specific programs:"
"Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS",1,"Publicly funded,Non-profit,Not influenced by advertisers,Children’s programming,Range of programming,Accessibility to PBS"
"Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Nostalgic connection with PBS",1,"Publicly funded,Non-profit,Not influenced by advertisers,Local affiliates,Nostalgic connection with PBS"
"Publicly funded,Non-profit,Not influenced by advertisers,Range of programming",1,"Publicly funded,Non-profit,Not influenced by advertisers,Range of programming"
"Publicly funded,Non-profit,Not influenced by government",3,"Publicly funded,Non-profit,Not influenced by government"
"Publicly funded,Non-profit,Not influenced by government,Children’s programming",1,"Publicly funded,Non-profit,Not influenced by government,Children’s programming"
"Publicly funded,Non-profit,Not influenced by government,Children’s programming,Accessibility to PBS",1,"Publicly funded,Non-profit,Not influenced by government,Children’s programming,Accessibility to PBS"
"Publicly funded,Non-profit,Not influenced by government,Children’s programming,Specific programs:",1,"Publicly funded,Non-profit,Not influenced by government,Children’s programming,Specific programs:"
"Publicly funded,Non-profit,Not influenced by government,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Publicly funded,Non-profit,Not influenced by government,Local affiliates,Children’s programming,Accessibility to PBS,Nostalgic connection with PBS"
"Publicly funded,Non-profit,Not influenced by government,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS",1,"Publicly funded,Non-profit,Not influenced by government,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS"
"Publicly funded,Non-profit,Not influenced by government,Nostalgic connection with PBS",1,"Publicly funded,Non-profit,Not influenced by government,Nostalgic connection with PBS"
"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers",3,"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers"
"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming",3,"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming"
"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS",1,"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS"
"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming",1,"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming"
"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Nostalgic connection with PBS",2,"Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Children’s programming,Range of programming,Nostalgic connection with PBS"
